epoch,train_acc,loss,test_acc,precision,recall,f1
1,0.8033333333333333,0.24786561764699097,0.8952879581151832,1.0,0.8952879581151832,0.9447513812154695
2,0.8,0.22922181961986401,0.8952879581151832,0.9707602339181286,0.9171270718232044,0.9431818181818181
3,0.8166666666666667,0.21885080687201683,0.8952879581151832,0.9824561403508771,0.9081081081081082,0.9438202247191011
4,0.8155555555555556,0.2124389589929342,0.9057591623036649,0.9590643274853801,0.9371428571428572,0.9479768786127168
5,0.8255555555555556,0.19660972583042974,0.9057591623036649,0.9239766081871345,0.9693251533742331,0.9461077844311377
6,0.8355555555555556,0.20023503273052887,0.900523560209424,0.9941520467836257,0.9042553191489362,0.947075208913649
7,0.8422222222222222,0.1900549316940467,0.9057591623036649,0.9824561403508771,0.9180327868852459,0.9491525423728813
8,0.8422222222222222,0.20114113696603453,0.9057591623036649,0.9590643274853801,0.9371428571428572,0.9479768786127168
9,0.8433333333333334,0.191950269132568,0.8952879581151832,0.9122807017543859,0.968944099378882,0.9397590361445783
10,0.8433333333333334,0.19835393301922724,0.8952879581151832,0.9824561403508771,0.9081081081081082,0.9438202247191011
11,0.8388888888888889,0.19967886741573845,0.9057591623036649,0.9824561403508771,0.9180327868852459,0.9491525423728813
12,0.8466666666666667,0.19129361983647364,0.9057591623036649,0.9649122807017544,0.9322033898305084,0.9482758620689654
13,0.83,0.20197018518280754,0.8952879581151832,0.9122807017543859,0.968944099378882,0.9397590361445783
14,0.8355555555555556,0.19520241833343688,0.8900523560209425,0.9941520467836257,0.8947368421052632,0.9418282548476454
15,0.8411111111111111,0.19112434440163067,0.9057591623036649,0.9239766081871345,0.9693251533742331,0.9461077844311377
16,0.8355555555555556,0.19523537530583174,0.900523560209424,0.9941520467836257,0.9042553191489362,0.947075208913649
17,0.8411111111111111,0.19090890020765883,0.900523560209424,0.9181286549707602,0.9691358024691358,0.942942942942943
18,0.8355555555555556,0.19987981176288386,0.8900523560209425,0.9941520467836257,0.8947368421052632,0.9418282548476454
19,0.8366666666666667,0.196410529234563,0.9057591623036649,0.9649122807017544,0.9322033898305084,0.9482758620689654
20,0.8455555555555555,0.1939411715297481,0.8638743455497382,0.8888888888888888,0.9559748427672956,0.9212121212121211
21,0.8222222222222222,0.194645969452427,0.900523560209424,0.935672514619883,0.9523809523809523,0.943952802359882
22,0.8355555555555556,0.1982589326542802,0.900523560209424,0.9824561403508771,0.9130434782608695,0.9464788732394365
23,0.8244444444444444,0.19583017260534688,0.900523560209424,0.9824561403508771,0.9130434782608695,0.9464788732394365
24,0.8333333333333334,0.19320487089455127,0.900523560209424,0.9181286549707602,0.9691358024691358,0.942942942942943
25,0.8211111111111111,0.1931860502119202,0.9109947643979057,0.9532163742690059,0.9476744186046512,0.9504373177842567
26,0.8311111111111111,0.1884452122936232,0.8900523560209425,0.9064327485380117,0.96875,0.9365558912386707
27,0.8466666666666667,0.19434563151088596,0.8167539267015707,0.8128654970760234,0.9788732394366197,0.8881789137380192
28,0.8422222222222222,0.18915767437001502,0.8952879581151832,0.9122807017543859,0.968944099378882,0.9397590361445783
29,0.8377777777777777,0.18385778283609802,0.9162303664921466,0.9532163742690059,0.9532163742690059,0.9532163742690059
30,0.8377777777777777,0.18749061701163655,0.9162303664921466,0.9590643274853801,0.9479768786127167,0.9534883720930233
